                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.93565,                0.68728,                 1.1599,                0.90036,                 0.8885,                0.92353,                0.67142,                0.97144,                0.92349,                 1.0663,              0.0010274,              0.0010274,              0.0010274
                    155,                0.93438,                0.69485,                 1.1502,                 0.8635,                0.86837,                0.91678,                0.66524,                0.99649,                0.93071,                 1.0759,              0.0010269,              0.0010269,              0.0010269
                    156,                0.96376,                0.72052,                 1.1711,                0.91311,                0.89383,                  0.939,                0.68116,                0.96419,                0.83663,                 1.0616,              0.0010263,              0.0010263,              0.0010263
                    157,                0.90919,                0.69263,                 1.1547,                0.84952,                0.92355,                0.93385,                0.67395,                 1.0253,                0.88521,                 1.1001,              0.0010258,              0.0010258,              0.0010258
                    158,                0.92039,                0.67204,                 1.1708,                0.88024,                0.91081,                0.92568,                0.67523,                0.95163,                0.86567,                 1.0583,              0.0010252,              0.0010252,              0.0010252
                    159,                0.91857,                0.70463,                 1.1372,                0.92628,                0.88284,                0.92295,                0.66171,                 0.9693,                0.85576,                  1.085,              0.0010247,              0.0010247,              0.0010247
                    160,                0.94402,                0.73331,                 1.1414,                0.80353,                   0.86,                0.89387,                0.61268,                 1.0968,                0.92833,                 1.1619,              0.0010241,              0.0010241,              0.0010241
                    161,                0.90026,                0.65237,                 1.1476,                0.84831,                0.92351,                0.90991,                0.65256,                 0.9565,                0.81835,                 1.0838,              0.0010236,              0.0010236,              0.0010236
                    162,                0.87965,                0.65855,                 1.1389,                0.88053,                0.88366,                0.90864,                0.66044,                0.92131,                0.82289,                 1.0607,               0.001023,               0.001023,               0.001023
                    163,                0.86409,                0.66592,                 1.1357,                 0.8795,                0.89404,                0.91667,                0.67017,                0.93814,                0.86044,                  1.071,              0.0010225,              0.0010225,              0.0010225
                    164,                0.88843,                0.67548,                 1.1431,                0.90469,                 0.8605,                0.91324,                 0.6603,                0.95237,                0.84285,                 1.0766,              0.0010219,              0.0010219,              0.0010219
                    165,                0.91335,                0.70739,                 1.1532,                0.90715,                0.84566,                0.90656,                0.65295,                0.97028,                0.82414,                 1.0984,              0.0010214,              0.0010214,              0.0010214
                    166,                0.87972,                 0.6668,                 1.1224,                0.89596,                0.87717,                0.90161,                0.65675,                0.93319,                0.83413,                 1.0661,              0.0010208,              0.0010208,              0.0010208
                    167,                0.88672,                0.65418,                 1.1138,                0.87098,                0.86788,                0.90082,                0.65965,                0.94634,                0.83286,                 1.0587,              0.0010203,              0.0010203,              0.0010203
                    168,                0.91793,                0.67331,                 1.1621,                0.86991,                0.87962,                0.90765,                0.67004,                0.92148,                0.81864,                 1.0436,              0.0010197,              0.0010197,              0.0010197
